case	kind	index	ah	av	lh	lv	rh	rv
src-key5-37	R	8	260	151.656821378	260	151.656821378	260	151.656821378
src-key5-37	R	9	210	155.819971871	210	155.819971871	210	155.819971871
src-key5-37	R	10	150	160.815752461	150	160.815752461	150	160.815752461
src-key5-37	R	11	100	164.978902954	100	164.978902954	100	164.978902954
src-key5-37	R	12	100	207.172995781	100	207.172995781	100	207.172995781
src-key5-37	R	13	150	204.310829817	150	204.310829817	150	204.310829817
src-key5-37	R	14	210	200.876230661	210	200.876230661	210	200.876230661
src-key5-37	R	15	260	198.014064698	260	198.014064698	260	198.014064698
src-key5-37	R	16	330	194.007032349	330	194.007032349	330	194.007032349
src-key5-37	R	17	400	190	400	190	400	190
src-key5-37	R	18	400	250	400	250	400	250
src-key5-37	R	19	330	251.82137834	330	251.82137834	330	251.82137834
src-key5-37	R	20	260	253.642756681	260	253.642756681	260	253.642756681
src-key5-37	R	21	210	254.94374121	210	254.94374121	210	254.94374121
src-key5-37	R	22	150	256.504922644	150	256.504922644	150	256.504922644
src-key5-37	R	23	100	257.805907173	100	257.805907173	100	257.805907173
src-key5-37	R	24	100	300	100	300	100	300
src-key5-37	R	25	150	300	150	300	150	300
src-key5-37	R	26	210	300	210	300	210	300
src-key5-37	R	27	260	300	260	300	260	300
src-key5-37	R	28	330	300	330	300	330	300
src-key5-37	R	29	400	300	400	300	400	300
src-key6+37	R	0	100	100	100	100	100	100
src-key6+37	R	1	143.833333333	100	143.833333333	100	143.833333333	100
src-key6+37	R	2	196.433333333	100	196.433333333	100	196.433333333	100
src-key6+37	R	3	240.266666667	100	240.266666667	100	240.266666667	100
src-key6+37	R	4	301.633333333	100	301.633333333	100	301.633333333	100
src-key6+37	R	5	363	100	363	100	363	100
src-key6+37	R	6	370.4	140	370.4	140	370.4	140
src-key6+37	R	7	307.306666667	140	307.306666667	140	307.306666667	140
src-key6+37	R	8	244.213333333	140	244.213333333	140	244.213333333	140
src-key6+37	R	9	199.146666667	140	199.146666667	140	199.146666667	140
src-key6+37	R	10	145.066666667	140	145.066666667	140	145.066666667	140
src-key6+37	R	11	100	140	100	140	100	140
src-key6+37	R	12	100	190	100	190	100	190
src-key6+37	R	13	146.608333333	190	146.608333333	190	146.608333333	190
src-key6+37	R	14	202.538333333	190	202.538333333	190	202.538333333	190
src-key6+37	R	15	249.146666667	190	249.146666667	190	249.146666667	190
src-key6+37	R	16	314.398333333	190	314.398333333	190	314.398333333	190
src-key6+37	R	17	379.65	190	379.65	190	379.65	190
src-key6+37	R	18	390.75	250	390.75	250	390.75	250
src-key6+37	R	19	322.908333333	250	322.908333333	250	322.908333333	250
src-key6+37	R	20	255.066666667	250	255.066666667	250	255.066666667	250
src-key6+37	R	21	206.608333333	250	206.608333333	250	206.608333333	250
src-key6+37	R	22	148.458333333	250	148.458333333	250	148.458333333	250
src-key6+37	R	23	100	250	100	250	100	250
src-key6+37	R	24	100	300	100	300	100	300
src-key6+37	R	25	150	300	150	300	150	300
src-key6+37	R	26	210	300	210	300	210	300
src-key6+37	R	27	260	300	260	300	260	300
src-key6+37	R	28	330	300	330	300	330	300
src-key6+37	R	29	400	300	400	300	400	300
src-key6-37	R	0	100	100	100	100	100	100
src-key6-37	R	1	156.166666667	100	156.166666667	100	156.166666667	100
src-key6-37	R	2	223.566666667	100	223.566666667	100	223.566666667	100
src-key6-37	R	3	279.733333333	100	279.733333333	100	279.733333333	100
src-key6-37	R	4	358.366666667	100	358.366666667	100	358.366666667	100
src-key6-37	R	5	437	100	437	100	437	100
src-key6-37	R	6	429.6	140	429.6	140	429.6	140
src-key6-37	R	7	352.693333333	140	352.693333333	140	352.693333333	140
src-key6-37	R	8	275.786666667	140	275.786666667	140	275.786666667	140
src-key6-37	R	9	220.853333333	140	220.853333333	140	220.853333333	140
src-key6-37	R	10	154.933333333	140	154.933333333	140	154.933333333	140
src-key6-37	R	11	100	140	100	140	100	140
src-key6-37	R	12	100	190	100	190	100	190
src-key6-37	R	13	153.391666667	190	153.391666667	190	153.391666667	190
src-key6-37	R	14	217.461666667	190	217.461666667	190	217.461666667	190
src-key6-37	R	15	270.853333333	190	270.853333333	190	270.853333333	190
src-key6-37	R	16	345.601666667	190	345.601666667	190	345.601666667	190
src-key6-37	R	17	420.35	190	420.35	190	420.35	190
src-key6-37	R	18	409.25	250	409.25	250	409.25	250
src-key6-37	R	19	337.091666667	250	337.091666667	250	337.091666667	250
src-key6-37	R	20	264.933333333	250	264.933333333	250	264.933333333	250
src-key6-37	R	21	213.391666667	250	213.391666667	250	213.391666667	250
src-key6-37	R	22	151.541666667	250	151.541666667	250	151.541666667	250
src-key6-37	R	23	100	250	100	250	100	250
src-key6-37	R	24	100	300	100	300	100	300
src-key6-37	R	25	150	300	150	300	150	300
src-key6-37	R	26	210	300	210	300	210	300
src-key6-37	R	27	260	300	260	300	260	300
src-key6-37	R	28	330	300	330	300	330	300
src-key6-37	R	29	400	300	400	300	400	300
src-key7+37	R	0	100	100	100	100	100	100
src-key7+37	R	1	150	93.833333333	150	93.833333333	150	93.833333333
src-key7+37	R	2	210	86.433333333	210	86.433333333	210	86.433333333
src-key7+37	R	3	260	80.266666667	260	80.266666667	260	80.266666667
src-key7+37	R	4	330	71.633333333	330	71.633333333	330	71.633333333
src-key7+37	R	5	400	63	400	63	400	63
src-key7+37	R	6	400	110.4	400	110.4	400	110.4
src-key7+37	R	7	330	117.306666667	330	117.306666667	330	117.306666667
src-key7+37	R	8	260	124.213333333	260	124.213333333	260	124.213333333
src-key7+37	R	9	210	129.146666667	210	129.146666667	210	129.146666667
src-key7+37	R	10	150	135.066666667	150	135.066666667	150	135.066666667
src-key7+37	R	11	100	140	100	140	100	140
src-key7+37	R	12	100	190	100	190	100	190
src-key7+37	R	13	150	186.608333333	150	186.608333333	150	186.608333333
src-key7+37	R	14	210	182.538333333	210	182.538333333	210	182.538333333
src-key7+37	R	15	260	179.146666667	260	179.146666667	260	179.146666667
src-key7+37	R	16	330	174.398333333	330	174.398333333	330	174.398333333
src-key7+37	R	17	400	169.65	400	169.65	400	169.65
src-key7+37	R	18	400	240.75	400	240.75	400	240.75
src-key7+37	R	19	330	242.908333333	330	242.908333333	330	242.908333333
src-key7+37	R	20	260	245.066666667	260	245.066666667	260	245.066666667
src-key7+37	R	21	210	246.608333333	210	246.608333333	210	246.608333333
src-key7+37	R	22	150	248.458333333	150	248.458333333	150	248.458333333
src-key7+37	R	23	100	250	100	250	100	250
src-key7+37	R	24	100	300	100	300	100	300
src-key7+37	R	25	150	300	150	300	150	300
src-key7+37	R	26	210	300	210	300	210	300
src-key7+37	R	27	260	300	260	300	260	300
src-key7+37	R	28	330	300	330	300	330	300
src-key7+37	R	29	400	300	400	300	400	300
src-key7-37	R	0	100	100	100	100	100	100
src-key7-37	R	1	150	106.166666667	150	106.166666667	150	106.166666667
src-key7-37	R	2	210	113.566666667	210	113.566666667	210	113.566666667
src-key7-37	R	3	260	119.733333333	260	119.733333333	260	119.733333333
src-key7-37	R	4	330	128.366666667	330	128.366666667	330	128.366666667
src-key7-37	R	5	400	137	400	137	400	137
src-key7-37	R	6	400	169.6	400	169.6	400	169.6
src-key7-37	R	7	330	162.693333333	330	162.693333333	330	162.693333333
src-key7-37	R	8	260	155.786666667	260	155.786666667	260	155.786666667
src-key7-37	R	9	210	150.853333333	210	150.853333333	210	150.853333333
src-key7-37	R	10	150	144.933333333	150	144.933333333	150	144.933333333
src-key7-37	R	11	100	140	100	140	100	140
src-key7-37	R	12	100	190	100	190	100	190
src-key7-37	R	13	150	193.391666667	150	193.391666667	150	193.391666667
src-key7-37	R	14	210	197.461666667	210	197.461666667	210	197.461666667
src-key7-37	R	15	260	200.853333333	260	200.853333333	260	200.853333333
src-key7-37	R	16	330	205.601666667	330	205.601666667	330	205.601666667
src-key7-37	R	17	400	210.35	400	210.35	400	210.35
src-key7-37	R	18	400	259.25	400	259.25	400	259.25
src-key7-37	R	19	330	257.091666667	330	257.091666667	330	257.091666667
src-key7-37	R	20	260	254.933333333	260	254.933333333	260	254.933333333
src-key7-37	R	21	210	253.391666667	210	253.391666667	210	253.391666667
src-key7-37	R	22	150	251.541666667	150	251.541666667	150	251.541666667
src-key7-37	R	23	100	250	100	250	100	250
src-key7-37	R	24	100	300	100	300	100	300
src-key7-37	R	25	150	300	150	300	150	300
src-key7-37	R	26	210	300	210	300	210	300
src-key7-37	R	27	260	300	260	300	260	300
src-key7-37	R	28	330	300	330	300	330	300
src-key7-37	R	29	400	300	400	300	400	300
src-keys01	R	0	100	100	100	100	100	100
src-keys01	R	1	150	100	150	100	150	100
src-keys01	R	2	210	100	210	100	210	100
src-keys01	R	3	260	100	260	100	260	100
src-keys01	R	4	330	100	330	100	330	100
src-keys01	R	5	400	100	400	100	400	100
src-keys01	R	6	400	140	400	140	400	140
src-keys01	R	7	328.233558969	138.901942062	328.233558969	138.901942062	328.233558969	138.901942062
src-keys01	R	8	256.467117939	137.803884124	256.467117939	137.803884124	256.467117939	137.803884124
src-keys01	R	9	205.205374346	137.019557026	205.205374346	137.019557026	205.205374346	137.019557026
src-keys01	R	10	143.691282034	136.078364507	143.691282034	136.078364507	143.691282034	136.078364507
src-keys01	R	11	92.429538441	135.294037409	92.429538441	135.294037409	92.429538441	135.294037409
src-keys01	R	12	82.966461491	179.41158417	82.966461491	179.41158417	82.966461491	179.41158417
src-keys01	R	13	135.805384576	181.176320142	135.805384576	181.176320142	135.805384576	181.176320142
src-keys01	R	14	199.212092278	183.294003308	199.212092278	183.294003308	199.212092278	183.294003308
src-keys01	R	15	252.051015363	185.058739279	252.051015363	185.058739279	252.051015363	185.058739279
src-keys01	R	16	326.025507681	187.52936964	326.025507681	187.52936964	326.025507681	187.52936964
src-keys01	R	17	400	190	400	190	400	190
src-keys01	R	18	400	250	400	250	400	250
src-keys01	R	19	323.375846135	245.882282733	323.375846135	245.882282733	323.375846135	245.882282733
src-keys01	R	20	246.751692271	241.764565466	246.751692271	241.764565466	246.751692271	241.764565466
src-keys01	R	21	192.020153796	238.823338846	192.020153796	238.823338846	192.020153796	238.823338846
src-keys01	R	22	126.342307627	235.293866903	126.342307627	235.293866903	126.342307627	235.293866903
src-keys01	R	23	71.610769152	232.352640284	71.610769152	232.352640284	71.610769152	232.352640284
src-keys01	R	24	62.147692203	276.470187045	62.147692203	276.470187045	62.147692203	276.470187045
src-keys01	R	25	118.456410169	280.391822537	118.456410169	280.391822537	118.456410169	280.391822537
src-keys01	R	26	186.026871728	285.097785128	186.026871728	285.097785128	186.026871728	285.097785128
src-keys01	R	27	242.335589695	289.019420621	242.335589695	289.019420621	242.335589695	289.019420621
src-keys01	R	28	321.167794847	294.50971031	321.167794847	294.50971031	321.167794847	294.50971031
src-keys01	R	29	400	300	400	300	400	300
src-keys02	R	0	100	100	100	100	100	100
src-keys02	R	1	150	100	150	100	150	100
src-keys02	R	2	210	100	210	100	210	100
src-keys02	R	3	260	100	260	100	260	100
src-keys02	R	4	330	100	330	100	330	100
src-keys02	R	5	400	100	400	100	400	100
src-keys02	R	6	395.174825175	140	395.174825175	140	395.174825175	140
src-keys02	R	7	324.48951049	140	324.48951049	140	324.48951049	140
src-keys02	R	8	253.804195804	140	253.804195804	140	253.804195804	140
src-keys02	R	9	203.314685315	140	203.314685315	140	203.314685315	140
src-keys02	R	10	142.727272727	140	142.727272727	140	142.727272727	140
src-keys02	R	11	92.237762238	140	92.237762238	140	92.237762238	140
src-keys02	R	12	82.534965035	190	82.534965035	190	82.534965035	190
src-keys02	R	13	133.636363636	190	133.636363636	190	133.636363636	190
src-keys02	R	14	194.958041958	190	194.958041958	190	194.958041958	190
src-keys02	R	15	246.059440559	190	246.059440559	190	246.059440559	190
src-keys02	R	16	317.601398601	190	317.601398601	190	317.601398601	190
src-keys02	R	17	389.143356643	190	389.143356643	190	389.143356643	190
src-keys02	R	18	381.905594406	250	381.905594406	250	381.905594406	250
src-keys02	R	19	309.335664336	250	309.335664336	250	309.335664336	250
src-keys02	R	20	236.765734266	250	236.765734266	250	236.765734266	250
src-keys02	R	21	184.93006993	250	184.93006993	250	184.93006993	250
src-keys02	R	22	122.727272727	250	122.727272727	250	122.727272727	250
src-keys02	R	23	70.891608392	250	70.891608392	250	70.891608392	250
src-keys02	R	24	61.188811189	300	61.188811189	300	61.188811189	300
src-keys02	R	25	113.636363636	300	113.636363636	300	113.636363636	300
src-keys02	R	26	176.573426573	300	176.573426573	300	176.573426573	300
src-keys02	R	27	229.020979021	300	229.020979021	300	229.020979021	300
src-keys02	R	28	302.447552448	300	302.447552448	300	302.447552448	300
src-keys02	R	29	375.874125874	300	375.874125874	300	375.874125874	300
src-keys03	R	0	100	100	100	100	100	100
src-keys03	R	1	150	100	150	100	150	100
src-keys03	R	2	210	100	210	100	210	100
src-keys03	R	3	260	100	260	100	260	100
src-keys03	R	4	330	100	330	100	330	100
src-keys03	R	5	400	100	400	100	400	100
src-keys03	R	6	400	135.4	400	135.4	400	135.4
src-keys03	R	7	328.030418251	136.624334601	328.030418251	136.624334601	328.030418251	136.624334601
src-keys03	R	8	256.060836502	137.848669202	256.060836502	137.848669202	256.060836502	137.848669202
src-keys03	R	9	204.653992395	138.723193916	204.653992395	138.723193916	204.653992395	138.723193916
src-keys03	R	10	142.965779468	139.772623574	142.965779468	139.772623574	142.965779468	139.772623574
src-keys03	R	11	91.558935361	140.647148289	91.558935361	140.647148289	91.558935361	140.647148289
src-keys03	R	12	81.007604563	191.45608365	81.007604563	191.45608365	81.007604563	191.45608365
src-keys03	R	13	134.173003802	189.488403042	134.173003802	189.488403042	134.173003802	189.488403042
src-keys03	R	14	197.97148289	187.127186312	197.97148289	187.127186312	197.97148289	187.127186312
src-keys03	R	15	251.136882129	185.159505703	251.136882129	185.159505703	251.136882129	185.159505703
src-keys03	R	16	325.568441065	182.404752852	325.568441065	182.404752852	325.568441065	182.404752852
src-keys03	R	17	400	179.65	400	179.65	400	179.65
src-keys03	R	18	400	232.75	400	232.75	400	232.75
src-keys03	R	19	322.614068441	237.341254753	322.614068441	237.341254753	322.614068441	237.341254753
src-keys03	R	20	245.228136882	241.932509506	245.228136882	241.932509506	245.228136882	241.932509506
src-keys03	R	21	189.952471483	245.211977186	189.952471483	245.211977186	189.952471483	245.211977186
src-keys03	R	22	123.621673004	249.147338403	123.621673004	249.147338403	123.621673004	249.147338403
src-keys03	R	23	68.346007605	252.426806084	68.346007605	252.426806084	68.346007605	252.426806084
src-keys03	R	24	57.794676806	303.235741445	57.794676806	303.235741445	57.794676806	303.235741445
src-keys03	R	25	114.828897338	298.863117871	114.828897338	298.863117871	114.828897338	298.863117871
src-keys03	R	26	183.269961977	293.615969582	183.269961977	293.615969582	183.269961977	293.615969582
src-keys03	R	27	240.30418251	289.243346008	240.30418251	289.243346008	240.30418251	289.243346008
src-keys03	R	28	320.152091255	283.121673004	320.152091255	283.121673004	320.152091255	283.121673004
src-keys03	R	29	400	277	400	277	400	277
src-keys04	R	0	73.764258555	100	73.764258555	100	73.764258555	100
src-keys04	R	1	128.136882129	100	128.136882129	100	128.136882129	100
src-keys04	R	2	193.384030418	100	193.384030418	100	193.384030418	100
src-keys04	R	3	247.756653992	100	247.756653992	100	247.756653992	100
src-keys04	R	4	323.878326996	100	323.878326996	100	323.878326996	100
src-keys04	R	5	400	100	400	100	400	100
src-keys04	R	6	400	140	400	140	400	140
src-keys04	R	7	323.133079848	140	323.133079848	140	323.133079848	140
src-keys04	R	8	246.266159696	140	246.266159696	140	246.266159696	140
src-keys04	R	9	191.36121673	140	191.36121673	140	191.36121673	140
src-keys04	R	10	125.475285171	140	125.475285171	140	125.475285171	140
src-keys04	R	11	70.570342205	140	70.570342205	140	70.570342205	140
src-keys04	R	12	66.577946768	190	66.577946768	190	66.577946768	190
src-keys04	R	13	122.148288973	190	122.148288973	190	122.148288973	190
src-keys04	R	14	188.83269962	190	188.83269962	190	188.83269962	190
src-keys04	R	15	244.403041825	190	244.403041825	190	244.403041825	190
src-keys04	R	16	322.201520913	190	322.201520913	190	322.201520913	190
src-keys04	R	17	400	190	400	190	400	190
src-keys04	R	18	400	250	400	250	400	250
src-keys04	R	19	321.08365019	250	321.08365019	250	321.08365019	250
src-keys04	R	20	242.16730038	250	242.16730038	250	242.16730038	250
src-keys04	R	21	185.798479087	250	185.798479087	250	185.798479087	250
src-keys04	R	22	118.155893536	250	118.155893536	250	118.155893536	250
src-keys04	R	23	61.787072243	250	61.787072243	250	61.787072243	250
src-keys04	R	24	57.794676806	300	57.794676806	300	57.794676806	300
src-keys04	R	25	114.828897338	300	114.828897338	300	114.828897338	300
src-keys04	R	26	183.269961977	300	183.269961977	300	183.269961977	300
src-keys04	R	27	240.30418251	300	240.30418251	300	240.30418251	300
src-keys04	R	28	320.152091255	300	320.152091255	300	320.152091255	300
src-keys04	R	29	400	300	400	300	400	300
src-keys05	R	0	105.484307534	70.355094413	105.484307534	70.355094413	105.484307534	70.355094413
src-keys05	R	1	154.570256278	75.29591201	154.570256278	75.29591201	154.570256278	75.29591201
src-keys05	R	2	213.473394771	81.224893128	213.473394771	81.224893128	213.473394771	81.224893128
src-keys05	R	3	262.559343516	86.165710726	262.559343516	86.165710726	262.559343516	86.165710726
src-keys05	R	4	331.279671758	93.082855363	331.279671758	93.082855363	331.279671758	93.082855363
src-keys05	R	5	400	100	400	100	400	100
src-keys05	R	6	400	140	400	140	400	140
src-keys05	R	7	329.054155657	134.46628429	329.054155657	134.46628429	329.054155657	134.46628429
src-keys05	R	8	258.108311314	128.932568581	258.108311314	128.932568581	258.108311314	128.932568581
src-keys05	R	9	207.432708212	124.979914502	207.432708212	124.979914502	207.432708212	124.979914502
src-keys05	R	10	146.62198449	120.236729608	146.62198449	120.236729608	146.62198449	120.236729608
src-keys05	R	11	95.946381388	116.28407553	95.946381388	116.28407553	95.946381388	116.28407553
src-keys05	R	12	84.023973706	173.695301927	84.023973706	173.695301927	84.023973706	173.695301927
src-keys05	R	13	136.686644755	176.412751606	136.686644755	176.412751606	136.686644755	176.412751606
src-keys05	R	14	199.881850014	179.67369122	199.881850014	179.67369122	199.881850014	179.67369122
src-keys05	R	15	252.544521063	182.391140899	252.544521063	182.391140899	252.544521063	182.391140899
src-keys05	R	16	326.272260531	186.19557045	326.272260531	186.19557045	326.272260531	186.19557045
src-keys05	R	17	400	190	400	190	400	190
src-keys05	R	18	400	250	400	250	400	250
src-keys05	R	19	322.933986381	248.270713841	322.933986381	248.270713841	322.933986381	248.270713841
src-keys05	R	20	245.867972761	246.541427681	245.867972761	246.541427681	245.867972761	246.541427681
